419136,6,1,2010-03-29,3,Feroz Shah Kotla,6,bat,runs,40,Result,6,187
548350,6,5,2012-04-29,5,Feroz Shah Kotla,6,bat,runs,1,Result,6,41
501241,3,8,2011-05-01,4,MA Chidambaram Stadium Chepauk,3,bat,runs,19,Result,3,109
548356,10,7,2012-05-03,5,Subrata Roy Sahara Stadium,7,bat,runs,1,Result,7,194
501216,3,2,2011-04-16,4,MA Chidambaram Stadium Chepauk,3,bat,runs,21,Result,3,19
501203,3,1,2011-04-08,4,MA Chidambaram Stadium Chepauk,3,bat,runs,2,Result,3,125
501221,6,8,2011-04-19,4,Feroz Shah Kotla,8,bat,runs,16,Result,8,65
419165,6,8,2010-04-18,3,Feroz Shah Kotla,8,bat,runs,11,Result,8,56
419145,6,2,2010-04-04,3,Feroz Shah Kotla,6,bat,runs,37,Result,6,241
419139,6,5,2010-03-31,3,Feroz Shah Kotla,6,bat,runs,67,Result,6,88
419147,3,7,2010-04-06,3,MA Chidambaram Stadium Chepauk,3,bat,runs,24,Result,3,21
419142,3,5,2010-04-03,3,MA Chidambaram Stadium Chepauk,3,bat,runs,23,Result,3,185
336027,6,4,2008-05-17,1,Feroz Shah Kotla,6,bat,runs,6,Result,4,64
419115,3,8,2010-03-14,3,MA Chidambaram Stadium Chepauk,8,bat,runs,31,Result,8,60
336038,3,5,2008-05-24,1,MA Chidambaram Stadium Chepauk,5,bat,runs,10,Result,5,109
981024,2,11,2016-05-29,9,M Chinnaswamy Stadium,11,bat,runs,8,Result,11,385
336034,3,2,2008-05-21,1,MA Chidambaram Stadium Chepauk,2,bat,runs,14,Result,2,124
548353,8,10,2012-05-01,5,Barabati Stadium,8,bat,runs,13,Result,8,26
829822,3,7,2015-05-19,8,Wankhede Stadium,7,bat,runs,25,Result,7,221
548346,10,8,2012-04-26,5,Subrata Roy Sahara Stadium,8,bat,runs,18,Result,8,10
829800,7,2,2015-05-10,8,Wankhede Stadium,2,bat,runs,39,Result,2,110
829756,7,11,2015-04-25,8,Wankhede Stadium,7,bat,runs,20,Result,7,194
419125,8,6,2010-03-21,3,Barabati Stadium,8,bat,runs,10,Result,8,56
419146,8,5,2010-04-05,3,Vidarbha Cricket Association Stadium Jamtha,5,bat,runs,2,Result,5,38
598055,7,1,2013-05-07,6,Wankhede Stadium,7,bat,runs,65,Result,7,133
598051,7,3,2013-05-05,6,Wankhede Stadium,7,bat,runs,60,Result,7,357
598042,7,4,2013-04-29,6,Wankhede Stadium,7,bat,runs,4,Result,7,57
598038,7,2,2013-04-27,6,Wankhede Stadium,7,bat,runs,58,Result,7,147
598016,7,10,2013-04-13,6,Wankhede Stadium,7,bat,runs,41,Result,7,57
598011,7,6,2013-04-09,6,Wankhede Stadium,7,bat,runs,44,Result,7,88
419170,3,7,2010-04-25,3,Dr DY Patil Sports Academy,3,bat,runs,22,Result,3,21
419168,3,8,2010-04-22,3,Dr DY Patil Sports Academy,3,bat,runs,38,Result,3,248
419167,2,7,2010-04-21,3,Dr DY Patil Sports Academy,7,bat,runs,35,Result,7,221
548318,10,4,2012-04-08,5,Subrata Roy Sahara Stadium,10,bat,runs,22,Result,10,307
501261,7,8,2011-05-14,4,Wankhede Stadium,8,bat,runs,10,Result,8,136
829798,6,11,2015-05-09,8,Shaheed Veer Narayan Singh International Stadium,11,bat,runs,6,Result,11,163
501265,4,2,2011-05-17,4,Himachal Pradesh Cricket Association Stadium,4,bat,runs,111,Result,4,53
392200,4,5,2009-04-26,2,Newlands,4,bat,runs,27,Result,4,26
392193,2,8,2009-04-22,2,Newlands,8,bat,runs,24,Result,8,53
392187,2,5,2009-04-18,2,Newlands,2,bat,runs,75,Result,2,6
392223,2,7,2009-05-10,2,St George's Park,7,bat,runs,16,Result,7,154
392202,1,7,2009-04-27,2,St George's Park,7,bat,runs,92,Result,7,133
392190,2,3,2009-04-20,2,St George's Park,3,bat,runs,92,Result,3,121
829766,1,6,2015-05-07,8,Eden Gardens,1,bat,runs,13,Result,1,67
392239,3,4,2009-05-20,2,Kingsmead,3,bat,runs,24,Result,3,121
392230,7,5,2009-05-14,2,Kingsmead,5,bat,runs,2,Result,5,38
501238,9,6,2011-04-30,4,Nehru Stadium,6,bat,runs,38,Result,6,41
598078,3,7,2013-05-26,6,Eden Gardens,7,bat,runs,23,Result,7,221
598018,1,11,2013-04-14,6,Eden Gardens,1,bat,runs,48,Result,1,40
392209,2,4,2009-05-01,2,Kingsmead,2,bat,runs,8,Result,2,27
392205,4,7,2009-04-29,2,Kingsmead,4,bat,runs,3,Result,4,26
548368,1,7,2012-05-12,5,Eden Gardens,7,bat,runs,27,Result,7,57
548358,1,10,2012-05-05,5,Eden Gardens,1,bat,runs,7,Result,1,315
548349,1,2,2012-04-28,5,Eden Gardens,1,bat,runs,47,Result,1,40
392197,8,7,2009-04-25,2,Kingsmead,8,bat,runs,12,Result,8,131
501250,1,3,2011-05-07,4,Eden Gardens,3,bat,runs,10,Result,1,140
392194,3,6,2009-04-23,2,Kingsmead,6,bat,runs,9,Result,6,110
501208,1,8,2011-04-11,4,Eden Gardens,1,bat,runs,9,Result,1,9
419149,1,6,2010-04-07,3,Eden Gardens,1,bat,runs,14,Result,1,1
419140,1,8,2010-04-01,3,Eden Gardens,1,bat,runs,24,Result,1,1
419118,1,3,2010-03-16,3,Eden Gardens,3,bat,runs,55,Result,3,20
392241,2,8,2009-05-21,2,SuperSport Park,2,bat,runs,12,Result,2,96
733976,3,1,2014-05-02,7,JSCA International Stadium Complex,3,bat,runs,34,Result,3,35
336030,1,3,2008-05-18,1,Eden Gardens,1,bat,runs,3,Result,3,122
336022,1,6,2008-05-13,1,Eden Gardens,1,bat,runs,23,Result,1,144
336015,1,2,2008-05-08,1,Eden Gardens,1,bat,runs,5,Result,1,1
598024,5,7,2013-04-17,6,Sawai Mansingh Stadium,5,bat,runs,87,Result,5,85
392219,3,4,2009-05-07,2,SuperSport Park,3,bat,runs,12,Result,3,18
548370,5,10,2012-05-13,5,Sawai Mansingh Stadium,5,bat,runs,45,Result,5,335
392217,8,7,2009-05-06,2,SuperSport Park,8,bat,runs,19,Result,8,57
392214,3,8,2009-05-04,2,Buffalo Park,3,bat,runs,78,Result,3,20
392208,1,7,2009-05-01,2,Buffalo Park,7,bat,runs,9,Result,7,154
980984,12,11,2016-05-10,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,11,bat,runs,4,Result,11,430
729306,11,6,2014-04-25,7,Dubai International Cricket Stadium,11,bat,runs,4,Result,11,254
729298,3,6,2014-04-21,7,Sheikh Zayed Stadium,3,bat,runs,93,Result,3,21
829736,11,6,2015-04-18,8,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,bat,runs,4,Result,6,154
980954,12,13,2016-04-29,9,Maharashtra Cricket Association Stadium,13,field,wickets,3,Result,13,147
980944,12,1,2016-04-24,9,Maharashtra Cricket Association Stadium,1,field,wickets,2,Result,1,308
598077,7,5,2013-05-24,6,Eden Gardens,5,bat,wickets,4,Result,7,50
829738,4,1,2015-04-18,8,Maharashtra Cricket Association Stadium,1,field,wickets,4,Result,1,334
598048,1,5,2013-05-03,6,Eden Gardens,5,bat,wickets,8,Result,1,31
598036,1,4,2013-04-26,6,Eden Gardens,4,bat,wickets,6,Result,1,9
419138,3,2,2010-03-31,3,MA Chidambaram Stadium Chepauk,2,bat,wickets,5,Result,3,185
598034,1,7,2013-04-24,6,Eden Gardens,1,bat,wickets,5,Result,7,147
980930,4,1,2016-04-19,9,Punjab Cricket Association IS Bindra Stadium Mohali,1,field,wickets,6,Result,1,46
980910,4,13,2016-04-11,9,Punjab Cricket Association IS Bindra Stadium Mohali,13,field,wickets,5,Result,13,254
980966,13,6,2016-05-03,9,Saurashtra Cricket Association Stadium,6,field,wickets,8,Result,6,420
598027,1,3,2013-04-20,6,Eden Gardens,1,bat,wickets,4,Result,3,35
980934,13,11,2016-04-21,9,Saurashtra Cricket Association Stadium,11,field,wickets,10,Result,11,299
981012,13,7,2016-05-21,9,Green Park,13,field,wickets,6,Result,13,21
981006,13,1,2016-05-19,9,Green Park,13,field,wickets,6,Result,13,147
335989,6,5,2008-04-19,1,Feroz Shah Kotla,5,bat,wickets,9,Result,6,90
733982,2,11,2014-05-04,7,M Chinnaswamy Stadium,2,field,wickets,4,Result,2,110
392227,4,7,2009-05-12,2,SuperSport Park,4,bat,wickets,8,Result,7,50
598050,2,4,2013-05-14,6,M Chinnaswamy Stadium,4,field,wickets,7,Result,4,53
598037,5,11,2013-04-27,6,Sawai Mansingh Stadium,11,bat,wickets,8,Result,5,310
598028,2,5,2013-04-20,6,M Chinnaswamy Stadium,2,field,wickets,7,Result,2,81
598013,2,1,2013-04-11,6,M Chinnaswamy Stadium,2,field,wickets,8,Result,2,162
392213,2,7,2009-05-03,2,New Wanderers Stadium,7,bat,wickets,9,Result,2,9
980906,7,12,2016-04-09,9,Wankhede Stadium,7,bat,wickets,9,Result,12,85
548372,2,7,2012-05-14,5,M Chinnaswamy Stadium,7,field,wickets,5,Result,7,208
548361,2,8,2012-05-06,5,M Chinnaswamy Stadium,2,field,wickets,5,Result,2,110
548355,2,4,2012-05-02,5,M Chinnaswamy Stadium,4,field,wickets,4,Result,4,321
980996,4,11,2016-05-15,9,Punjab Cricket Association IS Bindra Stadium Mohali,4,bat,wickets,7,Result,11,427
501209,5,6,2011-04-12,4,Sawai Mansingh Stadium,6,bat,wickets,6,Result,5,38
501271,2,3,2011-05-22,4,M Chinnaswamy Stadium,2,field,wickets,8,Result,2,162
501260,2,1,2011-05-14,4,M Chinnaswamy Stadium,2,field,wickets,4,Result,2,162
548382,5,7,2012-05-20,5,Sawai Mansingh Stadium,5,bat,wickets,10,Result,7,147
829788,7,6,2015-05-05,8,Wankhede Stadium,6,bat,wickets,5,Result,7,50
501210,2,7,2011-04-12,4,M Chinnaswamy Stadium,7,field,wickets,9,Result,7,133
336006,3,6,2008-05-02,1,MA Chidambaram Stadium Chepauk,3,bat,wickets,8,Result,6,41
419153,2,1,2010-04-10,3,M Chinnaswamy Stadium,2,field,wickets,7,Result,2,81
419150,2,8,2010-04-08,3,M Chinnaswamy Stadium,8,field,wickets,7,Result,8,178
392204,2,1,2009-04-29,2,Kingsmead,1,bat,wickets,5,Result,2,11
829734,7,3,2015-04-17,8,Wankhede Stadium,7,bat,wickets,6,Result,3,73
419120,2,5,2010-03-18,3,M Chinnaswamy Stadium,2,field,wickets,10,Result,2,9
335998,3,1,2008-04-26,1,MA Chidambaram Stadium Chepauk,1,bat,wickets,9,Result,3,22
336031,2,6,2008-05-19,1,M Chinnaswamy Stadium,6,field,wickets,5,Result,6,132
336017,2,7,2008-05-28,1,M Chinnaswamy Stadium,7,field,wickets,9,Result,7,149
336011,2,4,2008-05-05,1,M Chinnaswamy Stadium,4,field,wickets,6,Result,4,77
335997,2,5,2008-04-26,1,M Chinnaswamy Stadium,5,field,wickets,7,Result,5,32
548325,1,5,2012-04-13,5,Eden Gardens,5,bat,wickets,5,Result,1,276
548342,10,6,2012-04-24,5,Subrata Roy Sahara Stadium,10,bat,wickets,8,Result,6,41
981018,13,2,2016-05-24,9,M Chinnaswamy Stadium,2,field,wickets,4,Result,2,110
548327,10,3,2012-04-14,5,Subrata Roy Sahara Stadium,3,bat,wickets,7,Result,10,157
734004,2,5,2014-05-11,7,M Chinnaswamy Stadium,2,bat,wickets,5,Result,5,310
980986,2,7,2016-05-11,9,M Chinnaswamy Stadium,7,field,wickets,6,Result,7,413
980974,2,12,2016-05-07,9,M Chinnaswamy Stadium,2,field,wickets,7,Result,2,8
980964,2,1,2016-05-02,9,M Chinnaswamy Stadium,1,field,wickets,5,Result,1,334
980926,2,6,2016-04-17,9,M Chinnaswamy Stadium,6,field,wickets,7,Result,6,355
419152,8,3,2010-04-10,3,Vidarbha Cricket Association Stadium Jamtha,3,bat,wickets,6,Result,8,188
335992,5,4,2008-04-21,1,Sawai Mansingh Stadium,4,bat,wickets,6,Result,5,32
829776,2,1,2015-05-02,8,M Chinnaswamy Stadium,2,field,wickets,7,Result,2,236
501233,10,3,2011-04-27,4,Dr DY Patil Sports Academy,10,bat,wickets,8,Result,3,248
598053,2,11,2013-04-09,6,M Chinnaswamy Stadium,11,bat,wickets,7,Result,2,8
829724,2,11,2015-04-13,8,M Chinnaswamy Stadium,11,field,wickets,8,Result,11,187
734054,1,4,2014-06-01,7,M Chinnaswamy Stadium,1,field,wickets,3,Result,1,96
734040,2,3,2014-05-24,7,M Chinnaswamy Stadium,3,field,wickets,8,Result,3,20
733978,7,4,2014-05-03,7,Wankhede Stadium,4,bat,wickets,5,Result,7,372
734044,4,6,2014-05-25,7,Punjab Cricket Association Stadium Mohali,4,field,wickets,7,Result,4,345
392222,3,5,2009-05-09,2,De Beers Diamond Oval,5,bat,wickets,7,Result,3,23
734030,4,7,2014-05-21,7,Punjab Cricket Association Stadium Mohali,7,field,wickets,7,Result,7,383
598069,4,2,2013-05-06,6,Punjab Cricket Association Stadium Mohali,4,field,wickets,6,Result,4,320
548319,8,7,2012-04-09,5,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,bat,wickets,5,Result,7,57
598057,4,5,2013-05-09,6,Punjab Cricket Association Stadium Mohali,5,field,wickets,8,Result,5,309
598030,4,10,2013-04-21,6,Punjab Cricket Association Stadium Mohali,4,field,wickets,7,Result,4,320
734018,3,2,2014-05-18,7,JSCA International Stadium Complex,3,bat,wickets,5,Result,2,110
598012,4,3,2013-04-10,6,Punjab Cricket Association Stadium Mohali,3,field,wickets,10,Result,3,19
548336,4,2,2012-04-20,5,Punjab Cricket Association Stadium Mohali,2,field,wickets,5,Result,2,162
548324,4,10,2012-04-12,5,Punjab Cricket Association Stadium Mohali,4,field,wickets,7,Result,4,137
729288,3,4,2014-04-18,7,Sheikh Zayed Stadium,3,bat,wickets,6,Result,4,305
980920,11,1,2016-04-16,9,Rajiv Gandhi International Stadium Uppal,11,bat,wickets,8,Result,1,40
501211,4,3,2011-04-13,4,Punjab Cricket Association Stadium Mohali,4,field,wickets,6,Result,4,167
829820,11,7,2015-05-17,8,Rajiv Gandhi International Stadium Uppal,11,bat,wickets,9,Result,7,403
419113,4,6,2010-03-13,3,Punjab Cricket Association Stadium Mohali,6,field,wickets,5,Result,6,40
336036,4,8,2008-05-23,1,Punjab Cricket Association Stadium Mohali,4,field,wickets,6,Result,4,100
829812,11,2,2015-05-15,8,Rajiv Gandhi International Stadium Uppal,11,bat,wickets,6,Result,2,8
598065,7,11,2013-05-13,6,Wankhede Stadium,11,bat,wickets,7,Result,7,221
981022,13,11,2016-05-27,9,Feroz Shah Kotla,11,field,wickets,4,Result,11,187
548332,2,10,2012-04-17,5,M Chinnaswamy Stadium,10,bat,wickets,6,Result,2,162
980970,6,12,2016-05-05,9,Feroz Shah Kotla,12,field,wickets,7,Result,12,85
419159,5,2,2010-04-14,3,Sawai Mansingh Stadium,5,bat,wickets,5,Result,2,158
981010,12,4,2016-05-21,9,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4,bat,wickets,4,Result,12,20
734026,11,2,2014-05-20,7,Rajiv Gandhi International Stadium Uppal,2,bat,wickets,7,Result,11,187
980918,6,4,2016-04-15,9,Feroz Shah Kotla,6,field,wickets,8,Result,6,136
829772,6,4,2015-05-01,8,Feroz Shah Kotla,6,field,wickets,9,Result,6,371
829762,6,2,2015-04-26,8,Feroz Shah Kotla,2,field,wickets,10,Result,2,296
734020,11,1,2014-05-18,7,Rajiv Gandhi International Stadium Uppal,11,bat,wickets,7,Result,1,232
829744,6,1,2015-04-20,8,Feroz Shah Kotla,1,field,wickets,6,Result,1,232
829720,6,5,2015-04-12,8,Feroz Shah Kotla,5,field,wickets,3,Result,5,394
734024,6,4,2014-05-19,7,Feroz Shah Kotla,4,field,wickets,4,Result,4,374
733998,6,11,2014-05-10,7,Feroz Shah Kotla,11,field,wickets,8,Result,11,94
733986,6,3,2014-05-05,7,Feroz Shah Kotla,3,field,wickets,8,Result,3,147
733980,6,5,2014-05-03,7,Feroz Shah Kotla,5,field,wickets,7,Result,5,339
598064,6,4,2013-04-23,6,Feroz Shah Kotla,4,field,wickets,5,Result,4,256
392196,2,4,2009-04-24,2,Kingsmead,2,bat,wickets,7,Result,4,161
501252,2,9,2011-05-08,4,M Chinnaswamy Stadium,9,bat,wickets,9,Result,2,162
734006,11,7,2014-05-12,7,Rajiv Gandhi International Stadium Uppal,11,bat,wickets,7,Result,7,208
598074,11,1,2013-05-19,6,Rajiv Gandhi International Stadium Uppal,1,bat,wickets,5,Result,11,17
548321,6,3,2012-04-10,5,Feroz Shah Kotla,6,field,wickets,8,Result,6,190
501243,6,9,2011-05-02,4,Feroz Shah Kotla,9,field,wickets,7,Result,9,294
548354,5,6,2012-05-01,5,Sawai Mansingh Stadium,5,bat,wickets,6,Result,6,322
501232,6,2,2011-04-26,4,Feroz Shah Kotla,2,field,wickets,3,Result,2,8
598060,10,7,2013-05-11,6,Subrata Roy Sahara Stadium,10,bat,wickets,5,Result,7,357
598049,11,6,2013-05-04,6,Rajiv Gandhi International Stadium Uppal,6,bat,wickets,6,Result,11,362
336037,6,7,2008-05-24,1,Feroz Shah Kotla,6,field,wickets,5,Result,6,88
598044,11,7,2013-05-01,6,Rajiv Gandhi International Stadium Uppal,7,bat,wickets,7,Result,11,84
336014,6,3,2008-05-08,1,Feroz Shah Kotla,3,field,wickets,4,Result,3,20
598026,11,4,2013-04-19,6,Rajiv Gandhi International Stadium Uppal,4,bat,wickets,5,Result,11,340
980932,7,2,2016-04-20,9,Wankhede Stadium,7,field,wickets,6,Result,7,57
980922,7,13,2016-04-16,9,Wankhede Stadium,13,field,wickets,3,Result,13,254
734008,3,5,2014-05-13,7,JSCA International Stadium Complex,5,bat,wickets,5,Result,3,35
501205,9,2,2011-04-09,4,Nehru Stadium,9,bat,wickets,6,Result,2,110
419117,2,4,2010-03-16,3,M Chinnaswamy Stadium,4,bat,wickets,8,Result,2,9
